"","AE","AF","AG","AO","AR","AT","AU","AW","BA","BB","BD","BE","BF","BG","BH","BJ","BO","BR","BS","BW","BY","BZ","CA","CH","CI","CL","CM","CO","CR","CV","CZ","DE","DK","DO","EC","EE","EG","ES","FI","FJ","FR","GA","GB","GE","GH","GR","GT","HK","HN","HR","HT","HU","ID","IE","IL","IN","IQ","IT","JM","JO","JP","KE","KG","KH","KR","KW","KZ","LA","LB","LK","LT","LU","LV","LY","MD","MK","ML","MM","MN","MT","MU","MX","MY","MZ","NA","NE","NG","NI","NL","NO","NP","NZ","OM","PA","PE","PG","PH","PK","PL","PR","PT","PY","QA","RO","RW","SA","SE","SG","SI","SK","SN","SV","TG","TH","TJ","TR","TT","TW","TZ","UG","US","UY","VE","VN","YE","ZA","ZM","ZW"
"2020-02-16",4.13939866666666,1.28824400000001,0,-10.526316,-14.0323893333333,42.092824,8.73722799999999,3.68097999999999,28.2024226666666,4.602508,4.54988666666667,-29.747508,-7.627116,68.4816169333333,-6.57229599999999,-1.724136,5.49581866666666,-13.2319026666667,10.9836066666667,-5.10204,5.409892,11.009176,40.660756,29.67128,4.44444266666666,4.69922933333334,-0.166946666666661,-5.24030533333332,-4.969656,-11.8942773333333,28.3428546666667,9.437296,-33.454356,-12.039968,1.84976666666665,-16.8469853333333,4.06654399999999,13.4622293333333,-24.3198653333333,0,8.556996,-3.70370533333335,-28.0453586666667,7.78210000000001,-2.33009866666667,22.369008,2.13667866666667,-35.2265426666667,1.741176,31.8303573333334,-0.171524000000005,51.5133533333333,-6.52254266666668,-28.7762653333333,11.836868,2.90211466666668,7.09290533333333,26.2933506666667,30.9165546666667,9.73085066666668,-34.8614906666667,4.31460533333335,-5.15151466666667,1.63871733333335,-31.243144,0.060608000000002,-6.571584,-4.06842533333334,8.42198666666667,3.06995599999999,28.6199853333333,17.9039306666667,6.82819599999999,13.772456,4.75234533333332,26.8921106666667,-4.30107600000001,-0.62094133333332,2.17391466666668,16.399084,11.8760733333333,6.59768133333334,-0.0590360000000061,-6.98835199999999,3.78378266666665,0,4.643412,2.31738266666666,-31.4956253333333,-33.5711773333333,3.68852266666666,-11.42574,-1.63934266666666,1.51843733333332,-2.444788,-3.361344,-1.90095466666666,8.38474533333333,18.0351106666667,9.86864266666667,-13.7569586666667,-25.4875386666667,15.8139546666667,24.4935053333333,-2.42424,0.0614719999999949,-30.3930973333333,-18.30954,43.7821173333333,25.106684,2.75362133333333,0.572805333333321,-5.29411866666666,-5.068624,-1.90113866666667,14.1139066666667,15.9064333333333,-21.1566666666667,0.600001333333338,-4.10199466666667,15.59784,-8.767456,0.795924000000014,-9.27328533333333,-2.064896,-9.768168,-5.67823333333332,-6.28930666666668
"2020-02-17",4.86725866666666,1.91571066666667,2.87769599999999,1.97044399999999,-22.8776453333333,34.778452,-5.91166133333333,16.379308,10.9739373333333,-0.49260933333332,2.62233999999999,7.97437066666666,-1.86916133333334,22.1327973333333,-11.2372333333333,-1.986756,0.916462666666675,-12.2448733333333,14.71698,-8.88888533333333,8.68652800000001,5.08474666666667,62.837134,-3.36257466666667,6.96864266666665,10.9092413333333,-1.89036,-4.21760533333332,0.933629333333315,-7.03517599999999,16.9272413333333,7.49018399999999,-0.0829159999999973,-2.39796933333332,1.67545599999998,-2.869756,5.579544,8.904516,10.3286386666667,-3.45679199999999,16.3195186666667,-9.090912,24.201792,-1.08617199999999,-5.79709866666667,24.268936,-1.50784266666668,-14.1392106666667,1.32890266666665,17.9804586666667,-6.60193866666667,24.644552,-6.71523066666666,11.813792,9.359604,2.53470799999999,10.8455866666667,6.50454266666667,-11.1416826666667,10.922328,-4.73147066666667,6.20984933333332,-2.21869866666667,-0.287633333333332,-16.625488,-3.595012,-1.65460266666668,-1.84048933333332,-0.204706666666681,3.88349466666666,14.579056,-0.925923999999995,-2.36612933333333,27.5362293333333,3.661728,24.1379293333333,3.20512933333332,0.0346733333333304,-7.655508,32.2072093333333,7.06521600000001,2.90584266666667,-3.80847733333334,-2.066772,-2.95566266666667,0,2.07232133333332,0.666666666666657,7.96199066666668,12.9078013333333,6.27033466666667,-4.82355199999999,-6.09666000000001,0.244139999999987,0.719502666666671,-4.06091333333333,-2.63083866666666,10.9107053333333,19.6909733333333,15.6215,7.72200533333334,-0.313110666666674,8.80398533333333,10.7014773333333,7.8125,2.95344,-2.68863866666666,-6.70241333333334,15.2255653333333,42.9411773333333,-1.257864,-2.50896133333333,-1.47058666666666,-3.27874799999999,-2.22222400000001,9.825816,10.697672,-13.5630493333333,-1.441244,-3.91363066666666,28.206752,-21.0724493333333,3.87038666666668,-7.13787866666667,1.75438399999999,-10.4078066666667,-4.01459733333334,-1.17647333333333
"2020-02-18",5.48956266666667,2.631576,2.61438000000001,-3.73831733333334,-1.832632,39.5942413333333,-12.8152053333333,7.69230666666667,0.0682573333333352,-4.85437066666667,2.436864,18.0858813333333,0.917429333333345,26.4689733333333,-5.93023733333334,-11.875,1.07788133333332,-10.69336,6.28366133333333,-4.278076,1.63233466666668,12.568308,6.03000933333333,34.0447133333333,11.091548,12.5030053333333,-1.09689333333334,-2.67231200000001,-1.17133066666668,-5.79709866666667,22.2858893333333,10.1703693333333,9.364548,-2.97659866666667,3.41755733333333,3.44086266666666,2.39530933333334,5.17110133333334,21.6267346666667,-3.65853866666667,36.1810653333334,-5.97015333333333,19.6775053333333,2.29007466666667,-2.90697733333334,11.9931133333333,0.881687999999997,-10.9975693333333,-0.832408000000001,6.64556933333333,-7.15667733333333,23.8228253333333,-4.037496,12.0751346666667,8.021484,3.53434266666666,13.1881413333333,16.2431946666667,-10.872488,8.72045333333334,1.30274399999999,6.76348399999999,-5.69550533333334,-1.36534666666667,-4.85765066666666,-2.521612,-3.55682933333334,0.448181333333338,3.17297866666667,3.833552,12.1807453333333,0.900898666666677,6.06451466666667,11.3553106666667,6.68296799999999,20.6823013333333,1.290324,-0.673401333333331,-6.40394133333334,23.1660213333333,24.3401746666667,3.47304266666666,-8.32506266666667,-2.627512,-5.68720533333334,-1.33333333333333,0.311202666666659,-1.497004,20.9691773333333,14.9284266666667,5.34462533333333,0.993865333333318,-3.55253066666667,1.96078533333332,0.383223999999998,-7.655508,-3.20749466666666,9.08698000000001,13.0278986666667,2.59470666666665,6.469076,-8.09911066666666,8.47736666666665,9.20869466666667,9.16030399999998,2.96681199999999,13.0909066666667,-6.95097866666666,9.13978533333332,45.3364813333333,1.24223866666667,0.499109333333351,-5.75539199999999,-4.99809200000001,-10.196076,11.1975346666667,40.4129786666667,-2.86461333333334,-0.109889333333342,-4.68140666666666,6.43824799999999,-16.3182173333333,-0.219003999999998,-8.00252266666666,1.393728,-8.12218266666667,-0.36496533333333,0
"2020-02-19",3.819748,1.11524,0.662252000000009,-2.73972533333333,10.078812,10.4831333333333,-5.71738666666666,3.49650533333335,8.88889066666667,-17.6470546666667,2.51535999999999,12.6455386666667,-5.45454933333333,14.662592,-10.4812826666667,-1.910828,3.21168,-4.65535466666667,7.917384,-0.510202666666672,6.23804266666666,7.07070933333334,9.328684,-11.305104,7.77026933333333,10.8523,-0.542496,-4.55278533333333,-0.44738266666667,1.52284266666666,5.84472133333334,5.51438399999999,11.5241653333333,2.52457733333333,2.26816266666667,14.5374453333333,0.443176000000008,10.562856,34.3665773333333,-2.35294133333332,18.4588933333333,-1.44927466666667,7.83183733333333,5.93990133333332,-6.33803333333333,16.9134066666666,0.101257333333322,-11.2223813333333,1.103144,12.02686,-5.97302266666667,16.435272,-2.74430799999999,-5.32043466666667,-10.45224,1.33311999999999,8.02107733333332,10.6504053333333,-7.57978266666667,4.04858399999999,8.14071199999999,3.02297466666668,-5.43648266666665,0.192031999999998,14.008428,1.5873,-6.24378400000001,0,2.84210666666667,5.69661466666666,18.4210506666667,-3.875972,3.28697733333334,8.89679466666666,7.61828666666666,13.6460573333333,1.86335200000001,-2.027924,-11.9617213333333,17.758988,26.5753426666667,1.82669066666668,-3.01568133333333,-6.14438933333335,-4.58715866666665,-3.89610266666666,-0.241496000000012,-1.181336,19.9160053333333,49.4715986666667,3.30766799999999,-0.0785213333333417,-1.777776,-0.65543066666666,-0.308995999999993,-13.8888853333333,-4.46603333333333,6.26221733333334,13.006912,3.63171333333334,23.8156226666667,-3.47603333333333,6.85453333333335,-1.933584,6.52173866666665,7.97113600000002,25.8188013333333,-5.50547333333333,12.1710506666667,29.2817693333333,-3.31325333333334,-0.934579999999997,-9.65517199999999,-3.219488,-5.34351600000001,5.97939999999998,28.2485866666667,8.25099733333334,-2.49457866666667,-5.68900533333334,8.268056,-4.28124,3.55338533333334,-8.85998533333333,-3.37837733333333,-6.57939599999999,0,-3.88889066666667
"2020-02-20",6.09352666666668,-0.891265333333337,0,0,-8.257548,13.4104666666667,4.54765333333333,0,4.070556,2.8169,4.10158800000001,4.29428666666666,-8.62068666666667,-9.57235733333333,-11.0476173333333,-1.84048933333332,3.44412266666667,2.46686800000001,15.068492,-3.030304,16.3776493333333,30.158732,13.5490773333333,46.2244466666667,6.98835200000001,11.425812,-1.95381733333335,-5.53633600000001,-2.41076666666667,-2.92682933333333,16.005508,13.552592,-2.60457866666667,5.89771466666666,3.87753866666667,21.8687893333333,-4.75514666666668,14.5093693333333,30.036408,0.228830666666653,29.169708,-2.89854933333334,4.13259333333333,6.245616,-4.93488533333333,6.81906133333334,0.726343999999997,-12.3145853333333,-0.579254666666657,11.0720573333333,-9.50570666666665,14.125636,-0.65888533333333,11.5789493333333,8.85434933333333,4.729136,6.87802133333332,18.2326613333333,-5.55555199999999,2.68172266666666,3.62336266666668,1.73038266666667,0,-0.140513333333331,6.51594,5.45571333333335,0.99860133333334,0.979858666666658,9.92448933333334,9.57818133333332,16.986064,-7.14285333333333,11.6493626666667,8.19672133333333,5.79710399999999,-7.36195866666665,0,-1.26295466666666,1.42179866666667,22.3790333333333,33.8666693333333,1.74647066666667,-2.34909066666667,-4.06015066666667,0.921661333333333,8.10810799999999,-0.0202079999999967,-1.49856,-5.061284,-4.37336666666667,8.42314133333333,-2.86290933333333,-0.0672506666666663,-0.408350666666664,-0.64169866666667,-6.91244533333334,-4.93583199999999,0.823130666666657,23.288056,0.864135999999988,23.603012,-0.0738573333333363,7.81466133333333,-6.71687866666667,4.86110933333333,-2.87005066666667,-0.521881333333326,-9.66531333333333,20.219436,30.6920773333333,-2.11480266666666,-3.54195200000001,-11.805552,-2.87840266666667,-0.378789333333344,1.90599066666665,36.768804,-3.9555,-0.858367999999999,-1.776652,4.38660666666667,-14.0135093333333,8.20954933333333,-10.5084946666667,3.88349466666666,-5.68374666666666,-4.91228266666667,-1.62162266666667
"2020-02-21",6.074376,3.50553333333335,1.85185199999999,2.51046266666665,-8.84719866666669,6.975036,-1.31050133333332,8.96551466666666,7.591156,3.78151466666668,18.312032,15.133616,-10.2564093333333,-0.723958666666675,-0.892857333333325,0,-0.0661373333333302,1.36260533333335,3.26797466666666,0,14.9253746666667,6.57276933333333,10.2415013333333,25.6913813333333,6.739812,10.496124,1.19250533333333,-6.13946533333333,-4.55988000000001,0.909093333333331,4.46321066666667,14.5212,14.788732,7.16730266666666,1.21004266666667,-4.67445866666667,14.74466,20.488292,-0.264831999999998,-1.47679199999999,28.2959133333333,-12.16216,10.018768,13.7931013333333,-3.78447466666665,-1.95881600000001,0.110641333333334,-13.7501733333333,-3.379344,14.8803306666667,-11.052632,1.45600933333334,-4.62317866666667,-1.44280533333333,44.078684,6.37571733333333,16.4970546666667,18.9031173333333,-3.65997866666667,28.5714266666667,6.61244666666667,4.06726533333332,5.14851333333333,2.40253733333333,-10.3544306666667,21.0993906666667,6.02569066666668,1.27877333333333,4.36105333333332,18.1764013333333,7.14285733333332,10.526316,-3.51602666666666,5.67375733333333,2.335764,3.03541066666666,-1.724136,-2.621028,-8.71369466666665,36.330276,43.1654693333333,-1.12610933333333,-2.87525466666668,-2.92478933333334,-7.40740933333332,-3.65853866666667,3.396372,2.48648533333333,21.826436,11.5563306666667,2.28004400000002,-4.53383333333332,4.20305866666666,7.382548,0.834116000000009,-5.33333333333333,-7.68075599999999,7.29070533333334,-3.06107066666667,2.55057333333333,36.276276,-7.77396666666668,11.662124,-6.03250133333334,3.472224,4.10490399999999,22.0071666666667,-14.1157426666667,24.9307453333333,13.9745946666667,-4.7482,-4.34378,-3.84615600000001,-4.10701466666666,-1.11317466666667,-7.67616799999999,33.9646453333333,6.48646533333333,-2.78064000000001,-8.54092399999999,3.87237066666665,-27.2160333333333,7.660004,-9.946096,2.32558133333333,-4.38311733333333,2.422144,-18.5929666666667
"2020-02-22",3.53969333333333,5.65068533333333,7.18562799999999,13.6986293333333,4.02524799999999,52.096484,9.50931866666667,-4.21686799999999,28.069224,1.54440266666667,10.2423346666667,0.135167999999993,-6.83760533333333,-7.20314533333334,-2.13953599999999,5.49450666666667,7.40507466666666,11.7902933333333,-6.62558,-2.43902533333333,11.897588,9.777776,27.8578693333333,56.8147933333333,7.41279066666667,8.54075066666667,-0.970876000000004,-7.87799066666668,-1.306804,-1.30434666666666,29.650808,25.970052,-23.9013973333333,3.37078800000002,9.622792,-30.3684893333333,5.24584933333334,43.9445626666667,-22.9253546666667,-0.781250666666665,30.587224,-15.1898706666667,-6.92105066666666,7.84939600000001,-1.93146266666666,-12.0746453333333,-0.657450666666676,-4.72050933333334,-8.40543600000001,35.749028,-5.51724266666668,36.394292,-4.68379733333333,-3.93679866666666,-13.1878666666667,3.52558400000001,10.4777426666667,30.4962666666667,-5.60747333333335,1.68745466666667,-10.0460413333333,5.71672533333334,1.68150266666667,1.72275733333333,-32.2800186666667,19.87616,2.42543999999999,-1.705068,-9.45147733333333,11.701848,-11.375508,31.906616,-26.0694066666667,3.21543333333334,1.65746,-6.31741333333335,-4.972376,-1.55306533333334,-15.6862786666667,59.5505613333333,-4.17391466666666,6.70962533333332,2.40649866666666,-5.752208,0,1.234568,0.598225333333332,0.143265333333332,-2.202448,9.14967866666667,0.0742946666666597,-12.1731866666667,4.47761066666665,14.16216,3.14570666666667,-4.62184666666667,-0.987421333333344,7.43072533333333,15.9705146666667,8.89044666666665,47.4318266666667,-6.52408800000001,10.0968173333333,-3.681228,10.526316,-2.57638533333333,-9.70782533333333,-5.35794133333334,44.8051933333333,29.5003413333333,-3.15934266666666,-2.98466000000001,-13.8554173333333,-12.2362973333333,-1.25,-9.51772,69.9673557333333,2.67420933333334,-3.91389466666666,-3.26209066666667,22.512888,-11.0228786666667,11.6972453333333,-11.044932,0.645161333333348,-17.769012,0.970876000000004,0.529098666666656
"2020-02-23",3.37041733333334,2.25443066666666,13.6363626666667,4.82456000000001,17.5612493333333,4.4263,8.61496933333335,21.472392,20.5587773333333,4.602508,7.98180133333332,-27.392324,-11.8644106666667,61.2405281333333,-0.505558666666658,2.29884799999999,7.935084,32.327444,6.72131333333333,-2.55102000000001,8.09824133333335,18.3486226666667,36.012584,27.047292,5.87301600000001,-2.58741733333333,-5.34223466666667,-11.4045306666667,-1.16450533333334,-2.20264133333333,-16.5028586666667,-23.6017253333333,-8.55809466666668,-5.94504800000001,23.118744,33.0757346666667,-0.924214666666671,32.7154693333333,32.0280306666667,2.1692,30.0642906666667,-18.5185133333333,-4.54938266666667,3.891052,-4.012944,21.7307386666667,1.74665333333333,-6.56001733333333,-7.29411866666668,18.2589266666667,-11.3207493333333,22.7299706666667,-4.64308133333333,0.692214666666672,9.16777066666667,0.719126666666668,9.09090666666665,23.0731906666667,-3.83036800000001,8.48861199999999,16.082876,2.02247066666665,4.545456,0.647868000000003,-11.8417053333333,15.7575733333333,-0.794368000000006,-2.68146266666666,3.36879466666666,4.75591466666667,7.61386666666665,-12.6637573333333,9.58149733333333,12.275452,7.22891733333333,20.9339746666667,-8.602152,-2.25797466666666,-22.2826133333333,60.2064221333333,7.57315066666666,8.31975333333332,0.322026666666673,-17.637268,1.08108,-2.66666666666666,-0.555430666666666,-2.216624,-26.3305666666667,-0.249730666666665,2.65188133333334,-9.76921599999999,-0.712758666666673,34.237168,0.0590773333333203,-6.72268666666668,-0.118499999999997,7.86875866666668,-29.6506453333333,-0.572581333333332,54.6891373333333,-14.1928506666667,17.9844973333333,9.48052000000001,2.42423999999998,2.889196,23.362096,-3.4316,18.6022586666667,-22.475108,-3.91304533333333,0,-11.1764733333333,-7.00457733333334,7.604564,21.1078546666667,48.6549706666667,24.090292,-11.2999973333333,-8.09312933333332,22.983648,-0.497873333333331,34.7500813333333,-5.75762933333334,1.47492533333333,-20.792084,-3.470032,-2.51572133333333
"2020-02-24",5.12536666666668,4.21455866666666,-1.43884799999999,2.95566266666667,25.6036986666666,25.0239106666667,-9.50847333333333,24.1379293333333,2.94924400000001,-0.985218666666668,4.69181866666666,6.621572,-4.67289733333332,4.02414399999999,-9.87514266666668,-2.64900666666666,-17.318024,68.677494,8.11321066666666,-7.77778133333334,1.25891600000001,3.389832,18.6618706666667,73.5867449333333,3.13588933333332,-4.045136,-4.72589599999999,-9.38829600000001,-0.507405333333338,2.51256266666667,12.6277826666667,17.1525773333333,12.271972,-0.876179999999991,7.24480133333334,154.525385333333,-1.90966266666666,35.5368453333333,23.94366,0.493825333333334,45.3878706666667,-10.6060586666667,-8.556152,7.24112933333333,-4.27535999999999,26.8247733333333,-4.181748,-10.423676,-2.65780666666667,18.5667773333333,-17.475728,20.932068,-3.99122133333334,2.50329599999999,1.93395466666666,2.10577866666668,10.8455866666667,22.001048,-5.08940666666668,8.25242666666668,53.5402226666667,7.06638133333333,-5.33544933333333,-2.87631733333333,6.40314266666667,17.021276,-1.13753733333333,-0.501953333333333,-4.40122933333333,4.35219333333335,18.1724853333333,12.5,8.46824133333332,9.05797333333334,-14.210988,10.129308,1.92307599999999,-1.56033333333335,-35.4066973333333,62.3873876,-3.80434666666667,6.10077466666668,-4.921244,0.635930666666667,-2.95566266666667,0,-1.60710666666665,-2.060608,3.555044,21.1347506666667,-0.44365466666666,-0.605554666666663,-6.17099999999999,55.6640626666667,1.24005066666668,-4.56852666666666,6.24206533333333,10.2158506666667,-3.87224266666666,-12.653972,79.56527952,3.20939066666668,8.80398533333333,-2.38682,6.25,5.33356666666667,23.5039013333333,-11.8297626666667,18.4210506666667,17.2941186666667,-6.76100666666667,-3.154124,-4.41176399999999,-5.77031466666666,-2.02020266666668,7.41264399999999,152.868214666667,5.76828,-0.332596000000009,-4.31848666666667,9.23409066666667,28.9813493333333,36.3996373333333,-1.89989200000001,0.701757333333333,-10.1418453333334,-4.01459733333334,-8.23529066666666
"2020-02-25",3.38372799999999,1.12781733333334,1.30718933333334,-11.6822413333333,1.323644,59.6204185333333,-8.38132666666667,8.46153733333333,7.98634799999999,1.94174666666666,1.44734666666666,28.7481786666667,-3.669724,24.190008,-10.8139546666667,-11.875,-36.700836,50.737032,9.15619466666666,-7.48663333333333,-4.08084133333332,8.74316933333334,8.97554533333333,17.4796746666667,9.859156,1.17854799999999,-1.27970933333333,-9.197632,-1.72721866666666,1.44927466666667,13.3293106666667,14.9750666666667,-3.76254266666666,1.79504399999999,-11.4507346666667,26.8817186666667,-9.40198799999999,17.2103573333333,45.2711226666667,1.70731600000001,23.2507173333333,-11.9402973333333,3.40792400000001,-9.29910266666667,-0.43604533333334,13.1216533333333,-0.881687999999997,-8.64557866666667,-2.55271866666666,15.5696213333333,-13.346232,41.7398253333333,-5.53363999999999,5.81395466666667,-5.282008,2.65194666666666,-0.423472000000004,19.6493373333333,-0.402683999999994,-2.77098533333334,-0.319783999999999,1.49377466666667,8.05038399999999,-2.63653600000001,-38.108572,15.634008,2.78004933333334,2.57703200000002,-1.43295733333333,3.669724,-5.108052,14.4144133333333,-0.258066666666664,15.3846133333333,3.17848266666667,20.46908,3.87096666666666,-0.707071999999997,-37.4384253333333,65.2509650666667,4.69208266666668,7.14455200000002,-3.99847466666668,2.00927200000001,-0.947865333333326,-2.66666666666666,1.49377466666667,-1.317368,35.008016,13.3606013333333,-3.09579466666666,6.70331866666668,-2.41874666666666,33.524628,0.903121333333317,-10.047852,10.956096,9.79982533333332,4.94963066666668,-19.771668,33.184464,-16.3091733333333,9.87654133333334,11.371668,7.63358533333334,1.910828,8.36363733333334,-1.77971866666667,12.7240146666667,34.4746146666667,-10.5590106666667,-3.17290799999999,2.15827466666667,-5.99771066666666,-0.980392000000009,12.2837066666667,122.418878666667,3.70581066666666,-2.52747066666666,-5.72172,9.10784933333333,-7.05173733333334,3.28503866666668,-5.344472,2.43902533333333,-4.72058133333333,-1.09488933333334,-5.05617733333334
