"","AE","AF","AG","AO","AR","AT","AU","AW","BA","BB","BD","BE","BF","BG","BH","BJ","BO","BR","BS","BW","BY","BZ","CA","CH","CI","CL","CM","CO","CR","CV","CZ","DE","DK","DO","EC","EE","EG","ES","FI","FJ","FR","GA","GB","GE","GH","GR","GT","HK","HN","HR","HT","HU","ID","IE","IL","IN","IQ","IT","JM","JO","JP","KE","KG","KH","KR","KW","KZ","LA","LB","LK","LT","LU","LV","LY","MD","MK","ML","MM","MN","MT","MU","MX","MY","MZ","NA","NE","NG","NI","NL","NO","NP","NZ","OM","PA","PE","PG","PH","PK","PL","PR","PT","PY","QA","RE","RO","RW","SA","SE","SG","SI","SK","SN","SV","TG","TH","TJ","TR","TT","TW","TZ","UG","US","UY","VE","VN","YE","ZA","ZM","ZW"
"2020-02-16",4.49089066666666,10.5128226666667,-1.67598,-0.322581333333332,-5.52106666666667,21.3153426666667,4.82445333333334,-9.34844,9.87696266666667,3.63288933333332,3.01560400000001,-2.771128,1.76678533333332,6.54826799999999,-1.29051733333334,1.67286133333333,6.98450666666666,2.601024,-1.28755199999999,-6.265056,1.56807466666666,0.898204000000007,7.586792,11.5891973333333,2.44302933333333,5.01875866666666,-0.132889333333324,5.48583999999998,9.21000133333334,-5.136988,8.14208533333334,9.94697600000001,-7.28882800000001,-9.14132666666666,0.0155693333333318,-1.65008,4.700908,3.23225466666668,-2.19372533333333,1.44927466666667,2.177572,-5.49084533333333,-6.46864799999999,10.2441,-2.60725866666667,3.68070933333333,2.34078933333333,-12.1201573333333,6.769068,6.43602000000001,4.67762266666666,10.1396173333333,-2.67986533333332,-6.71710266666665,0.838470666666666,2.14105733333334,8.08980799999999,2.16793333333334,-2.11780266666666,1.623616,-6.06947866666667,-2.28255733333333,-0.0535426666666723,0.448786666666678,-0.297235999999998,4.41911333333334,-2.183284,2.80948400000001,0.88178533333334,4.03174399999999,1.97241733333333,-1.21395866666667,5.35172533333332,8.75160666666666,2.82603999999999,8.94085199999999,-4.41458666666666,-1.09837866666666,10.062892,11.7109626666667,1.48258000000001,5.686696,-3.60460399999999,-4.41306,-10.1580093333333,5.427632,-1.242132,6.88010666666668,-8.33973200000001,2.67857333333332,4.08342933333334,3.99002533333332,-6.90782666666667,13.0040186666667,-0.115397333333334,12.1093746666667,4.681056,3.21658266666667,-12.8933506666667,-2.178324,2.09345999999999,0.0323840000000075,-0.446121333333338,7.8125,9.81260133333333,-0.990097333333324,-1.61875866666666,-7.13412533333333,-16.8694146666667,6.297144,6.88588933333334,0.533869333333328,6.11740666666667,-1.895304,1.807292,-0.500834666666663,6.40506000000001,8.51162666666667,-8.23380533333334,-2.94278,1.31463599999999,1.49112,-4.98335733333334,2.37952666666665,-6.70865866666665,2.13991866666667,-0.692536000000004,-4.20223466666667,-2.50297999999999
"2020-02-17",0.665359999999993,11.242604,-2.777776,-4.06871600000001,-7.64847866666666,4.55550133333334,0.29063866666668,-1.34228,1.98401866666667,-5.41561866666666,3.78424133333333,2.23306266666667,-0.593033333333338,4.87820933333334,-1.45691466666666,0.762777333333347,1.91717066666666,-0.195917333333327,0.250316000000012,-12.9277546666667,2.11586533333335,-2.364064,-15.1144106666667,-3.977864,0.460255999999987,5.503784,0.587081333333344,3.233576,4.822316,-5.486288,2.08622800000001,1.55271466666666,-0.710138666666666,3.61767066666667,2.11140400000001,-0.506387999999987,2.797984,1.13781200000001,2.10462933333334,-2.99849999999999,1.99351466666667,-8.19022666666666,1.25723733333334,2.76580266666666,-1.94890799999999,2.67765866666667,-1.03368133333333,-2.81991600000001,5.25310266666668,3.113536,-2.93797866666668,3.95825733333332,-3.57663466666666,0.555047999999985,0.847686666666661,1.45798800000001,8.45752399999999,0.910833333333329,-0.834600000000009,0.372466666666654,0.754445333333337,1.00480666666667,1.66724666666667,-0.683141333333324,-6.39384,2.28958133333333,0.396108000000012,2.84962933333333,-2.27547733333334,0.501967999999991,0.168940000000006,-3.45887733333333,-0.722345333333323,0.391648000000004,0.0213013333333407,7.62808266666669,0,1.518672,3.63901200000001,4.73933466666668,-3.40264933333333,3.56631999999999,-3.446136,-3.470032,-13.6616306666667,3.51682,-2.42765866666666,5.04904666666668,-0.776229333333333,0,3.49301200000001,-1.89561999999999,-6.64733866666667,4.29038,0.723322666666675,4.29448000000001,0.447540000000004,7.933528,0.536941333333331,-5.114812,3.00430799999999,2.07004266666667,-1.36292,-2.98507733333334,3.09100799999999,0,-4.12170400000001,-2.849024,-6.24824,0.04992666666665,3.55962133333334,-0.479614666666663,4.23491866666667,1.91176399999999,1.11360133333334,1.39573200000001,5.37596133333334,7.50738,-2.779144,-3.91857466666666,-1.60366266666668,0.435235999999989,-5.72005199999998,3.060008,-6.97837333333334,3.22580400000001,-9.94309466666665,-10.115448,-1.93014533333333
"2020-02-18",1.12165333333334,4.73537733333333,-6.04650933333333,-3.99652666666667,3.15578666666667,4.84252933333333,-1.946488,-5.217392,7.17048666666666,-3.108108,3.17670666666668,2.91562400000001,0.60560133333334,4.35073333333334,-3.82397466666666,-0.445765333333341,0.962992000000014,-1.264348,-0.499374666666668,-11.4446506666667,2.68467733333333,-0.97799733333332,4.28667733333332,1.04422533333333,2.635824,5.05869999999999,-0.323363999999998,1.35708133333334,2.77451066666667,-5.86797066666665,5.097148,1.80214933333333,0.877192000000008,0.36148133333333,1.74098266666667,0.912801333333334,3.79094933333333,0.182709333333335,1.53571066666667,-5.04587333333333,1.53240400000001,-5.46164000000002,-1.02300533333334,9.803192,-2.55658933333333,3.229248,-1.799032,-4.91708399999999,2.12345866666665,-0.938506666666655,-4.47109999999999,3.86763066666667,-1.91342666666668,-1.579432,-0.435338666666667,1.87597600000001,11.9848786666667,0.682687999999999,-0.119475999999992,0.0298213333333308,1.89329466666666,-0.326405333333341,1.85518933333333,-0.397058666666666,-3.08917199999999,1.90231333333332,-0.545212000000006,3.05755599999999,0.348255999999992,1.95269733333335,1.86889599999999,-4.65476933333333,2.02020266666668,5.77427733333333,2.303152,8.20726000000001,-4.53736933333333,2.20820133333332,9.40819333333334,3.84879600000001,-3.14232933333332,-0.606781333333345,-7.03824933333334,-7.63591466666666,-14.285716,5.74534133333333,-4.57064800000001,0.443130666666676,4.06542933333334,-0.88542133333334,4.21052533333332,1.70567333333334,-7.78760800000001,2.36117066666668,0.369435999999993,3.82165466666666,0.879562666666672,4.39622,-1.20884666666667,1.95412133333335,2.97914133333333,-0.268646666666655,-3.057892,-5.97015333333333,4.88235466666667,-2.124832,-3.306524,0.11490933333333,-8.56323200000001,2.334152,2.52664666666666,-2.22485866666666,0.427087999999998,0.294769333333349,-0.147221333333334,-5.37021866666667,5.50162266666668,5.31869999999999,-2.11707066666666,-1.29533866666667,-1.66468266666666,-0.524337333333335,-2.95550533333333,0.0403546666666585,-3.98189333333335,2.28070133333334,-11.5561213333333,-7.27686533333333,4.09683199999999
"2020-02-19",0.360056,2.777776,-0.952382666666665,-12.0034586666667,0.0644426666666789,2.28279066666668,-1.327764,-7.67543599999999,1.87104266666667,-4.78142266666667,1.44754,0.803721333333328,-0.675674666666666,2.1978,-3.92274933333333,0.147492,2.51746666666668,-2.15176933333333,-4.20271866666667,-4.046244,6.87946533333333,-4.75,1.40710400000002,-4.32400000000001,0,7.56208266666667,-0.218938666666673,-4.75064533333334,-0.521870666666658,-5.14705866666667,0.919270666666662,0.474721333333321,-0.0555266666666654,-2.32030800000001,-0.314270666666673,0.573201333333344,-0.0455266666666745,0.862370666666664,1.00892666666668,-4.47761066666666,-2.56804933333333,-9.13770533333333,-1.840256,7.03124933333335,-2.07722933333334,4.83758,-2.40048266666668,-7.979624,-0.317850666666658,2.48048933333334,-9.10088133333333,1.772532,-3.51290400000001,-2.98468,-4.97312400000001,2.30019066666667,9.958348,-0.531747999999993,-1.47843866666668,-1.76699866666667,1.90163199999999,-3.58797733333334,2.68553733333334,-2.55891466666667,-0.89010133333332,1.94458533333332,-5.44191466666666,-0.479929333333331,0.941238666666663,2.56161466666667,0.430374666666665,-6.11285466666668,-0.552729333333332,3.994848,6.08947733333333,6.21621733333333,-2.21198,-0.795710666666665,10.8225093333333,3.30986,-5.95592266666667,0.221318666666676,-4.28708933333333,-7.62553866666667,-14.4951173333333,1.70015466666666,-4.24715733333333,-4.75637866666668,-0.317892000000001,3.68376133333335,3.96071866666668,1.87821466666666,-6.89046266666666,1.61775200000001,-1.03228800000001,-3.801168,-2.86812400000001,-0.312433333333331,-0.101568,-2.74793466666668,3.08320133333334,-3.49866266666668,-3.67950399999999,0.826446666666669,4.27807600000001,-8.20106,-3.62446533333333,1.422984,-13.605692,1.05097466666668,-0.754308000000009,-3.10304266666667,-0.246358666666666,-2.73062666666667,-2.519048,-0.165974666666671,3.21905466666665,7.59702533333333,-3.65762266666667,-2.05804933333333,-5.70430533333332,-0.0858760000000132,0.150527999999994,-0.345677333333342,-9.124084,-0.512385333333327,-12.2366533333334,-11.1301373333334,0.849858666666677
"2020-02-20",0.842818666666673,3.36787466666667,-2.304148,-4.59670533333335,-0.281514666666666,1.38403866666667,0.871566666666652,-1.28755199999999,2.16709333333334,2.14477066666667,4.49310800000001,-1.11176,-1.69866933333334,-0.827615999999992,-1.825028,1.917404,4.99144533333333,6.78493199999998,-1.715688,3.50194799999998,8.17672266666666,0.501250666666664,3.69255066666668,-0.503718666666657,0.886368000000019,5.1374,0,-4.23593199999999,-1.23683199999999,-2.18977866666667,1.96795599999999,-1.15668266666667,-1.43249066666667,-1.96586666666667,0.346674666666672,0.771749333333332,-1.61434933333334,1.28363066666665,0.446762666666658,0.691563999999985,-1.23944666666667,-6.11702533333333,-1.87475066666667,9.98504133333333,-2.47173066666666,2.05569999999999,-1.78227199999999,-10.8887226666667,-0.673401333333331,1.773168,-7.36727866666666,2.33018,-0.631855999999999,-0.642537333333337,1.56047599999999,3.38931733333334,6.08636533333333,0.724161333333328,0.352803999999992,-1.90787733333335,4.22658799999999,-1.15569066666666,10.241948,-1.757396,-3.41380266666667,3.25290933333333,1.93194133333334,-0.0857999999999919,3.912288,3.451528,2.01360133333333,-7.95107066666667,1.66374666666667,4.60605866666666,3.33466533333333,-0.0752159999999975,-0.365966666666679,0.870305333333349,13.1054133333333,2.820684,-2.23325066666666,-0.508010666666664,-4.48128266666666,-7.09951733333332,-3.937652,4.39560400000001,-2.83156266666667,-2.4791,-0.559539999999998,-1.54768933333334,7.609756,0.478796000000003,-6.19344133333334,7.11266533333333,-0.749358666666666,-4.48179066666667,-2.12577333333334,-4.26460800000001,0.980987999999996,0.0740360000000067,2.89544666666666,-0.193837333333335,-0.553533333333334,-7.8125,1.38530933333334,-5.18806933333333,-3.74290933333333,0.940429333333341,-12.6771653333333,0.654799999999994,-0.13079333333333,-2.44541466666666,-0.836222666666657,-2.58875466666667,-1.75028933333333,1.27287333333335,1.67087333333333,8.254344,-4.55555199999999,-0.105931999999996,-3.41176399999999,-0.0545546666666752,-2.57732133333334,2.843908,-9.612132,-0.330575999999994,-6.27668266666666,-14.8105666666667,8.55513466666666
"2020-02-21",2.27706933333334,9.39849866666667,1.22448666666666,-0.574238666666659,4.22584533333334,3.97890666666667,3.70749866666667,9.48275733333332,4.27328,0.347223999999997,5.77484666666668,3.05751599999999,-1.28022800000001,3.84831733333333,1.50699866666666,6.07142666666667,5.97692933333333,10.0629573333333,-0.47562666666667,10.9405013333333,8.01249733333333,-1.716736,-0.727106666666671,-1.02858533333333,-1.18363466666666,5.00259333333332,-0.805196000000009,-1.01618933333333,-0.286112000000003,-0.230413333333331,3.41137733333332,1.627304,0.615128000000013,-2.14432266666667,0.560546666666667,2.10437466666666,5.57997066666667,1.66469866666668,-0.680104,1.910828,-1.76761866666666,-11.0126546666667,-0.705378666666661,17.7094773333333,-5.77778133333334,-5.22525466666666,-1.20219866666666,-5.24765066666667,0.492502666666667,3.829396,-4.30220533333335,1.70719466666667,-2.683232,-3.27068133333333,2.51010133333334,-0.411097333333331,12.472076,1.42162133333332,-4.49020933333334,3.67660000000001,1.50654133333332,1.31703733333333,8.43750000000001,-1.13556933333334,-3.827276,7.97492,5.489904,2.09731600000001,0.755726666666661,5.48965466666667,0.801361333333332,-1.89090933333334,1.47498533333335,3.65853866666667,0.182449333333338,5.633804,-3.92156933333334,0.248713333333342,22.5895333333333,6.09919733333332,-29.8957106666667,-2.07719866666667,-5.03331466666667,-2.39589466666666,-3.91432666666667,1.43061333333334,-3.67376266666668,0.0279026666666624,3.85807333333332,-0.68732133333333,-1.78347733333334,-0.0724280000000022,-3.44347066666667,10.2735093333333,-1.60380000000001,6.48648533333333,-1.884496,-0.284225333333339,-2.32546000000001,-1.38050800000001,6.018672,-2.41807066666667,-0.168452000000002,-9.88371733333334,6.122792,-2.17654400000001,-3.39776133333334,0.35450800000001,-12.5,-1.39267466666666,-1.48746266666667,-1.92307599999999,1.78432666666666,-0.632466666666659,0.825322666666665,5.456024,0.107446666666661,15.3068853333333,-0.165985333333325,-7.467692,-1.68869466666666,-2.12272133333333,-1.44127466666667,6.90194133333333,-8.85797066666667,1.20705733333332,-5.63225333333332,-11.9480493333333,-11.4537453333333
"2020-02-22",2.35074933333333,5.5,0,2.21518933333333,5.33888266666666,2.7058,3.89082400000001,10.2345426666667,4.22714799999999,2.38095066666666,4.12280266666667,0.427642666666657,-1.10041333333334,-1.21435066666668,1.75289866666665,6.31730133333335,7.77176399999999,6.32540933333333,-2.17155466666668,6.70731600000001,10.0025333333333,0.625000000000014,4.97219333333334,-0.277736000000004,-4.84505200000001,4.65257199999999,-5.15463733333334,-1.931804,1.43884800000001,2.40963733333332,5.88578266666666,-1.68098933333334,-2.76348933333334,-0.946589333333336,0.0495040000000131,-5.18962133333332,3.55379733333334,1.79008933333333,-3.32398933333333,-1.36830133333333,-2.088196,-8.76979600000001,-2.27448,9.04430666666667,-2.71194933333334,-4.450912,-3.72777866666667,-1.49819466666666,-1.030304,4.14723733333334,-2.53658533333333,2.50267600000001,-0.0838266666666669,0.104619999999997,-1.62114,-1.508016,9.74114533333332,3.341416,-3.77182000000001,-4.46327733333334,1.04894,0.253448000000006,8.56708266666666,-0.0669813333333309,-5.677684,6.13201333333333,5.68653866666666,4.28931733333333,-2.20320666666667,-1.01403333333333,-1.88191733333333,-1.12123066666666,-2.947988,3.61145466666666,1.77413466666667,1.55752,-4.12541200000001,-4.05783600000001,33.798884,2.51346400000001,-1.34865333333335,-0.099182666666664,-5.55016133333334,3.77708933333334,-3.09734533333334,1.84921733333334,-2.55631466666667,0.0512946666666636,-1.70385200000001,-1.01401199999999,6.39552800000001,3.851344,-3.63230399999999,7.04134133333334,-1.001668,4.69208266666668,0.306523999999996,1.54838533333333,-1.08427466666667,-1.58698533333333,4.01171866666668,2.42043600000001,-1.31536799999999,-7.22891199999999,-3.45872533333333,3.45781466666666,-4.20460533333333,-1.34545333333334,-8.60510266666668,2.53815733333333,2.90368133333332,-3.25094133333333,0.951410666666661,-31.5358373333333,-0.18498266666667,4.92063333333333,0.867640000000009,11.764704,0.523594666666668,-6.542928,-0.782638666666671,3.34016399999999,-0.256312000000008,6.87620533333333,-2.72653200000001,4.94458533333332,-7.55341600000001,-6.98529066666667,-3.02474933333333
"2020-02-23",3.24275733333334,5.89743599999998,2.79329466666667,2.47311866666666,8.18945333333335,23.2040453333333,4.2839,-15.2974546666667,6.80109200000001,4.20650266666667,4.400676,-6.70011333333333,-0.883392000000001,2.80081199999999,-1.68067466666668,4.27509066666667,6.09642000000001,6.95712266666666,-1.716736,-2.16867599999999,6.48740666666667,1.49700400000002,6.12490399999999,17.8077906666667,0.718536,4.33842533333333,-7.14285333333333,-4.37919599999999,2.38038133333333,4.79452000000001,3.15091466666667,9.26829066666666,-1.76396133333334,-7.08407600000001,-2.055328,11.8124693333333,0.402349333333319,10.3941906666667,6.12278266666667,5.59006266666667,7.01945466666668,-8.81863466666665,-2.16762266666667,8.56342533333334,-2.54125466666666,6.563192,-1.90476000000001,-3.82010933333333,-0.442591999999991,5.45662400000001,-22.250316,6.17800933333335,-1.20154266666667,-2.29780533333333,0.968302666666673,-1.18988,11.7605133333333,16.0767573333333,-4.037064,0.693725333333333,3.23563600000001,3.29168666666666,10.7442426666667,-0.857970666666674,-18.0904333333333,8.01844266666667,2.920496,3.86303733333332,3.52714,1.44630933333335,2.24503066666668,1.06221466666668,7.28275999999998,6.56370533333333,4.81473733333333,4.95185866666668,-3.45489466666668,0.477554666666663,15.251572,9.38538133333333,-3.11341866666666,1.40855466666667,-5.93142666666667,-10.5913493333333,-4.853272,3.45394933333334,-4.60417199999999,-0.579020000000014,-10.552368,9.375,8.37250266666668,3.39591999999999,-1.98300133333333,0.907602666666648,-1.85686266666666,8.98437466666667,0.207254666666671,1.425624,-25.1459453333333,-4.762548,4.57895466666668,2.242732,-1.88744133333334,11.3281253333333,2.78315200000002,-1.81518,-3.76090533333333,0.0631359999999859,-11.8204346666667,7.08428933333334,1.77065466666666,-4.03736933333334,0.885686666666658,-14.259928,-0.477864000000011,5.09181733333332,5.20329333333333,26.6046493333333,3.65849866666666,-17.0027266666667,-0.0438226666666708,3.12559999999999,0.78258799999999,12.6422986666667,-5.52929733333333,2.30452533333334,-6.354136,-9.06106533333335,-1.549464
"2020-02-24",0.386144000000016,13.0177506666667,0.925923999999995,-7.68535333333334,-15.8708293333333,9.78027333333333,0.807648,-29.5302026666667,0.854227999999992,-4.53400666666667,3.00857066666667,0.0750626666666534,-0.741291999999987,-0.402669333333336,0.30998266666667,5.33943733333334,-16.1607466666667,-6.51793466666668,0.375468000000012,-9.69582133333333,-0.0655613333333349,-1.18203199999999,2.22120133333333,2.640376,-3.009384,2.78795866666668,-2.62789866666667,-4.237956,0.22162933333334,5.98503599999999,1.68167066666666,-4.69378133333333,-0.543410666666659,0.571213333333347,-17.7739973333333,-7.306488,-11.2621973333333,3.01465333333333,2.744608,-5.54723066666666,3.23843333333333,-8.850728,-0.71453866666667,6.57327733333332,-3.897812,2.52141866666666,-4.04181466666667,-6.63166266666667,0.692454666666649,7.13966400000001,-40.6964106666667,4.25991866666666,-3.13329066666667,2.80756666666666,-0.595525333333342,0.0387373333333301,9.72429466666667,23.0204973333333,-0.455235999999999,3.39690133333335,3.92788133333333,-1.19047599999999,-1.77144933333334,-1.65697733333333,6.22789466666667,11.2137346666667,0.052424000000002,2.761948,-4.09101866666667,1.43806933333333,4.85710133333332,4.15065466666667,0.112869333333322,6.78851333333334,-9.97017466666668,4.62997999999999,1.76416000000002,-0.214401333333342,-43.6681213333333,9.81719466666667,-5.79709866666667,-0.138737333333339,-3.78656533333334,-2.14511066666667,-11.1199346666667,2.29357866666666,-5.02225733333333,-0.403925333333333,-7.45770266666666,0.606759999999994,4.99002133333333,-0.674173333333329,-0.892257333333333,-9.31950933333333,-1.29864533333334,-0.306747999999999,-0.500818666666675,7.51362666666667,0.667984000000004,-3.96125733333334,12.2796733333333,0.00709066666667013,-3.284988,-11.1940306666667,0.529510666666667,-4.99325066666665,-6.33829733333332,0.376555999999994,-8.12411466666667,8.73689333333334,2.34390266666666,-0.539566666666673,0.779062666666675,-5.80882800000001,-0.568716000000009,0.246307999999999,3.13310799999999,-14.5929973333333,1.23411066666668,-3.96946666666666,-3.47460933333333,0.717930666666675,-6.50262400000001,-11.0636493333333,-4.57134533333333,3.67383333333333,-13.2960306666667,-13.2490333333333,-4.04411866666666
"2020-02-25",1.53928666666667,4.73537733333333,0.465118666666669,-19.8088586666667,-17.1308293333333,9.59796666666668,-0.768056000000001,3.26086933333333,11.6334426666667,5.810812,0.300542666666658,1.52630133333334,3.48220800000001,4.25048266666667,4.06676799999998,6.46359733333333,-31.8151546666667,-28.5199986666667,-1.49812799999999,-5.25328533333334,2.87847866666667,0.244495999999998,5.29834533333333,5.58353733333333,-0.340682666666666,3.21500666666665,0.431151999999997,-5.01886533333334,-1.348068,5.37897200000002,6.497604,-0.882959999999997,-2.66336,0.36148133333333,-24.3997493333333,0.024022666666653,-2.85376533333334,-0.549122666666662,2.90999333333333,-6.727824,1.389196,-5.07152266666667,4.221324,5.12439466666667,-2.74301199999999,4.48725333333333,-5.39708400000001,-8.52294933333333,0.691360000000003,9.88558933333334,-26.1723026666667,5.74807200000001,-2.05162533333333,2.81925466666667,-1.78745066666666,-1.73390666666666,5.33081066666668,5.014776,15.2927146666667,-0.611302666666674,6.610876,-3.81895466666666,9.34798133333334,0.42647333333332,-12.6173,0.0642653333333243,3.21070400000001,4.09172533333333,-1.84079466666667,7.75577733333334,2.42677866666668,6.67184,0.314254666666685,6.69291199999999,1.594488,7.11043866666665,0.800710666666674,1.66491199999999,-47.1927186666667,23.092784,-4.00492799999999,-1.95216933333333,-3.70254,0.671961333333343,0.163263999999998,3.26086933333333,-4.75538666666667,-2.924668,7.73780799999999,1.28549733333334,-0.164474666666663,0.657796000000005,0.907078666666663,-18.3209426666667,-0.319061333333337,5.414012,-1.55011999999999,4.68844133333333,1.77012666666667,-7.65717599999999,-0.066905333333338,-4.06504266666667,-3.10943066666667,-8.95522,8.53350800000001,-3.452856,-2.91008533333333,8.76453600000001,-6.32340533333333,9.95086133333334,2.55625866666666,-10.115692,-1.40329466666667,-3.97936533333333,2.55419866666666,2.03417466666667,5.87415600000001,-27.3111066666667,-0.222406666666657,-2.53885866666667,-1.862864,1.22345466666667,-12.245392,-24.2518,-3.60684266666667,2.98245733333333,-1.49513733333333,-7.61796,1.39664666666668
